;pmid;lead_time;is_web_direct;checkin_date_index;stay_length;booking_status;nb_adults;child_presence;eligible_to_earn_points;points;stay_catotal_eur;hotel_brand;hotel_brand_positionning;hotel_rooms;hotel_sales_organisation;hotel_class;hotel_location_type;hotel_continent;hotel_euro_market;environment_type;declared_stay_type;is_all_member;type_member;is_member_ibis_business;is_member_business_plus;is_member_accor_plus;is_meeting_planner;booking_date_year;booking_date_month;booking_date_day_name;booking_date_is_weekend;checkin_date_year;checkin_date_month;checkin_date_day_name;checkin_date_is_weekend;checkout_date_year;checkout_date_month;checkout_date_day_name;checkout_date_is_weekend;gap_bkg_stay_nights
2608;686;27.0;1;3;2;A;2.0;0;1;70;68.09;MERCURE;Midscale;184;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;4.0;Friday;0;2021;3;Wednesday;0;2021;5;Monday;0;0.0
2615;686;3.0;1;4;1;A;2.0;0;1;278;9.3;FAIRMONT;Luxury and Upscale;375;South America;A;Prime Location;SOUTH AMERICA;SOUTH AMERICA;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;12.0;Saturday;1;2021;4;Thursday;0;2021;4;Friday;0;0.0
2619;688;2.0;1;5;1;A;1.0;0;1;87;77.2;IBIS HOTELS;Economy;79;Northern Europe;D;Prime Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;2.0;Wednesday;0;2022;2;Friday;0;2022;2;Saturday;1;0.0
2621;690;0.0;0;1;4;A;1.0;0;1;368;323.65;IBIS HOTELS;Economy;72;Southern Europe;F;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Classic;0;0;0;0;2021.0;8.0;Monday;0;2021;8;Monday;0;2021;8;Friday;0;0.0
2623;691;156.0;1;7;3;A;2.0;0;1;1181;472.36;PULLMAN;Luxury and Upscale;130;Pacific;G;Prime Location;PACIFIC;PACIFIC;None;leisure;1;Accor Plus Silver;0;0;1;0;2022.0;6.0;Sunday;1;2022;9;Saturday;1;2022;12;Saturday;1;0.0
2625;691;2.0;1;4;1;M;2.0;0;1;358;143.14;NOVOTEL;Midscale;154;Pacific;D;Prime Location;PACIFIC;PACIFIC;TOWN;business;1;Accor Plus Silver;0;0;1;0;2021.0;2.0;Wednesday;0;2021;4;Saturday;1;2021;5;Monday;0;0.0
2626;691;6.0;1;2;2;M;1.0;0;1;217;200.25;IBIS HOTELS;Economy;155;Pacific;D;Prime Location;PACIFIC;PACIFIC;TOWN;business;1;Accor Plus Silver;0;0;1;0;2021.0;9.0;Wednesday;0;2021;9;Tuesday;0;2021;9;Thursday;0;0.0
2627;691;3.0;1;1;2;M;2.0;0;1;811;324.42;NOVOTEL;Midscale;273;Pacific;G;Prime Location;PACIFIC;PACIFIC;TOWN;leisure;1;Accor Plus Silver;0;0;1;0;2021.0;4.0;Friday;0;2021;4;Monday;0;2021;4;Wednesday;0;0.0
2628;691;1.0;1;4;1;A;1.0;0;1;352;140.98;THE SEBEL;Luxury and Upscale;116;Pacific;A;Prime Location;PACIFIC;PACIFIC;TOWN;leisure;1;Accor Plus Silver;0;0;1;0;2022.0;9.0;Wednesday;0;2022;9;Thursday;0;2022;9;Friday;0;0.0
2631;691;10.0;1;3;2;M;1.0;0;1;599;239.76;NOVOTEL;Midscale;154;Pacific;D;Prime Location;PACIFIC;PACIFIC;TOWN;business;1;Accor Plus Silver;0;0;1;0;2022.0;6.0;Friday;0;2022;3;Wednesday;0;2022;3;Friday;0;0.0
2634;694;19.0;1;6;1;A;2.0;0;1;94;83.0;IBIS HOTELS;Economy;70;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;4.0;Monday;0;2022;5;Saturday;1;2022;5;Sunday;1;0.0
2635;694;30.0;1;2;4;M;3.0;1;1;1215;534.65;NOVOTEL;Midscale;172;Southern Europe;B;Second Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;3.0;Sunday;1;2022;4;Tuesday;0;2022;4;Saturday;1;0.0
2644;696;104.0;1;6;1;M;2.0;0;1;71;68.25;IBIS HOTELS;Economy;86;Northern Europe;I;Other Location and Suburbs;EUROPE;UK&IE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;3.0;Monday;0;2022;10;Saturday;1;2022;10;Sunday;1;0.0
2646;698;0.0;1;3;1;M;1.0;0;1;84;33.48;NOVOTEL;Midscale;313;IMEA;B;Second Location;MIDDLE EAST;MIDDLE EAST;None;business;1;ALL Classic;0;0;0;0;2021.0;3.0;Tuesday;0;2021;3;Tuesday;0;2021;4;Friday;0;0.0
2651;700;15.0;1;2;1;M;2.0;0;1;429;188.9;NOVOTEL;Midscale;171;Southern Europe;D;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;3.0;Monday;0;2022;12;Sunday;1;2022;4;Wednesday;0;0.0
2652;700;16.0;1;3;1;A;2.0;0;1;95;80.56;IBIS HOTELS;Economy;81;Southern Europe;I;Other Location and Suburbs;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;3.0;Monday;0;2022;4;Wednesday;0;2022;4;Thursday;0;0.0
2653;700;19.0;1;5;2;A;3.0;0;1;1096;482.6;NOVOTEL;Midscale;126;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;8.0;Sunday;1;2021;8;Friday;0;2021;8;Sunday;1;0.0
2655;702;13.0;0;1;2;A;1.0;0;1;307;271.5;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;5.0;Tuesday;0;2022;6;Monday;0;2022;6;Wednesday;0;1.0
2657;702;15.0;0;2;2;A;1.0;0;1;556;490.1;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;7.0;Monday;0;2022;9;Thursday;0;2022;11;Tuesday;0;0.0
2658;702;6.0;0;1;3;A;1.0;0;1;380;335.15;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2021.0;3.0;Tuesday;0;2021;3;Monday;0;2021;1;Monday;0;-3.0
2660;702;4.0;0;1;2;A;1.0;0;1;262;230.5;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;5.0;Thursday;0;2022;5;Monday;0;2022;5;Wednesday;0;0.0
2661;702;0.0;0;2;2;A;1.0;0;1;295;172.4;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;1.0;Tuesday;0;2022;1;Tuesday;0;2022;1;Thursday;0;0.0
2663;702;7.0;0;2;3;A;1.0;0;1;345;304.75;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2021.0;1.0;Tuesday;0;2021;1;Tuesday;0;2021;1;Friday;0;0.0
2664;702;7.0;0;1;2;A;1.0;0;1;280;248.1;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;2.0;Monday;0;2022;2;Monday;0;2022;2;Thursday;0;1.0
2665;702;35.0;0;2;2;A;1.0;0;1;322;285.0;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;5.0;Tuesday;0;2022;5;Saturday;1;2022;7;Thursday;0;0.0
2666;702;13.0;0;1;3;A;1.0;0;1;404;356.65;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2021.0;4.0;Monday;0;2021;5;Monday;0;2021;5;Thursday;0;0.0
2667;702;11.0;0;1;3;M;1.0;0;1;426;277.6;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;4.0;Thursday;0;2022;4;Monday;0;2022;4;Thursday;0;0.0
2668;702;5.0;0;1;3;A;1.0;0;1;376;332.15;IBIS HOTELS;Economy;103;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;2.0;Wednesday;0;2022;7;Saturday;1;2022;10;Sunday;1;0.0
2674;703;1.0;1;7;5;A;2.0;1;1;741;296.33;PULLMAN;Luxury and Upscale;279;Southeast Asia;D;Prime Location;ASIA;ASIA;None;business;1;Accor Plus Silver;0;0;1;0;2022.0;3.0;Saturday;1;2022;3;Sunday;1;2022;1;Tuesday;0;0.0
2675;703;1.0;1;7;4;A;2.0;1;1;660;264.14;NOVOTEL;Midscale;196;Southeast Asia;H;Second Location;ASIA;ASIA;None;business;1;Accor Plus Silver;0;0;1;0;2021.0;11.0;Friday;0;2021;12;Sunday;1;2021;12;Thursday;0;0.0
2677;703;2.0;1;1;4;A;2.0;1;1;969;387.54;PULLMAN;Luxury and Upscale;365;Southeast Asia;D;Prime Location;ASIA;ASIA;SEA;business;1;Accor Plus Silver;0;0;1;0;2022.0;1.0;Monday;0;2022;3;Thursday;0;2022;7;Sunday;1;0.0
2679;705;1.0;1;5;1;A;2.0;1;1;169;149.15;IBIS STYLES;Economy;68;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;7.0;Thursday;0;2022;8;Sunday;1;2022;9;Wednesday;0;0.0
2680;706;11.0;1;6;1;A;2.0;0;1;155;136.0;IBIS STYLES;Economy;74;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;1.0;Monday;0;2022;12;Saturday;1;2022;3;Sunday;1;0.0
2682;707;6.0;1;2;3;M;2.0;0;1;245;196.19;IBIS HOTELS;Economy;281;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;4.0;Thursday;0;2021;10;Friday;0;2021;8;Friday;0;0.0
2684;707;18.0;1;5;3;M;2.0;0;1;243;194.16;IBIS HOTELS;Economy;281;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;9.0;Monday;0;2021;8;Tuesday;0;2021;11;Wednesday;0;0.0
2685;707;19.0;1;5;2;M;2.0;0;1;98;0.0;IBIS HOTELS;Economy;281;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;None;business;1;ALL Silver;0;0;0;0;2022.0;1.0;Sunday;1;2022;2;Friday;0;2022;2;Sunday;1;0.0
2686;707;18.0;1;6;3;M;2.0;0;1;156;0.0;IBIS HOTELS;Economy;281;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;12.0;Tuesday;0;2022;8;Monday;0;2022;11;Tuesday;0;0.0
2690;710;17.0;1;5;1;A;2.0;1;1;757;360.05;MERCURE;Midscale;117;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;9.0;Thursday;0;2021;2;Friday;0;2021;2;Saturday;1;0.0
2691;711;12.0;1;5;3;A;1.0;0;1;1171;468.21;NOVOTEL;Midscale;275;North & Central America, Caribbe;A;Prime Location;NORTH AMERICA;NORTH AMERICA;None;leisure;1;ALL Silver;0;0;0;0;2021.0;2.0;Sunday;1;2021;5;Monday;0;2021;8;Tuesday;0;0.0
2692;712;53.0;0;6;2;A;1.0;0;1;636;280.0;MERCURE;Midscale;133;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2021.0;9.0;Saturday;1;2022;1;Saturday;1;2022;3;Tuesday;0;0.0
2693;712;25.0;0;6;1;A;1.0;0;1;341;467.2;MERCURE;Midscale;133;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;TOWN;business;1;ALL Classic;0;0;0;0;2021.0;9.0;Saturday;1;2021;4;Monday;0;2021;5;Wednesday;0;-2.0
2695;714;26.0;1;7;3;A;4.0;0;1;465;515.7;ADAGIO;Midscale;111;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;3.0;Tuesday;0;2022;4;Sunday;1;2022;4;Wednesday;0;0.0
2697;715;15.0;1;5;2;A;1.0;0;1;774;344.2;NOVOTEL;Midscale;347;Pacific;A;Prime Location;PACIFIC;PACIFIC;None;leisure;1;ALL Classic;0;0;0;0;2022.0;10.0;Thursday;0;2022;10;Friday;0;2022;10;Sunday;1;0.0
2698;716;1.0;1;7;2;A;1.0;0;1;753;331.2;NOVOTEL SUITES;Midscale;99;Southern Europe;A;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Platinum;0;0;0;0;2021.0;4.0;Monday;0;2021;5;Wednesday;0;2021;7;Monday;0;0.0
2699;716;0.0;0;1;1;A;1.0;0;1;281;123.5;MERCURE;Midscale;28;Southern Europe;X;Unknown Location;EUROPE;FRANCE;None;leisure;1;ALL Platinum;0;0;0;0;2021.0;6.0;Monday;0;2021;6;Monday;0;2021;6;Tuesday;0;0.0
2703;716;5.0;1;4;2;A;1.0;0;1;753;331.2;NOVOTEL SUITES;Midscale;99;Southern Europe;A;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Platinum;0;0;0;0;2021.0;4.0;Monday;0;2021;9;Sunday;1;2021;11;Friday;0;0.0
2704;716;0.0;1;2;1;A;1.0;0;1;75;66.0;IBIS STYLES;Economy;58;Southern Europe;X;Unknown Location;EUROPE;FRANCE;None;leisure;1;ALL Platinum;0;0;0;0;2021.0;7.0;Monday;0;2021;7;Monday;0;2021;8;Thursday;0;1.0
2711;716;4.0;1;5;1;A;2.0;0;1;438;192.7;NOVOTEL SUITES;Midscale;99;Southern Europe;A;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Platinum;0;0;0;0;2021.0;7.0;Tuesday;0;2021;11;Saturday;1;2021;12;Monday;0;1.0
2714;717;9.0;1;7;2;A;5.0;0;1;436;766.0;ADAGIO;Midscale;114;Southern Europe;D;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;2.0;Wednesday;0;2022;11;Wednesday;0;2022;9;Tuesday;0;0.0
2715;717;116.0;1;7;1;A;3.0;0;1;99;110.05;ADAGIO;Midscale;114;Southern Europe;D;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2021.0;5.0;Wednesday;0;2021;12;Thursday;0;2021;9;Monday;0;0.0
2716;718;25.0;1;7;1;A;2.0;0;1;92;60.01;MOVENPICK;Luxury and Upscale;262;Southeast Asia;I;Other Location and Suburbs;ASIA;ASIA;None;leisure;1;ALL Classic;0;0;0;0;2021.0;9.0;Wednesday;0;2021;10;Sunday;1;2021;10;Monday;0;0.0
2719;719;6.0;1;6;1;A;2.0;1;1;9;96.15;IBIS HOTELS;Economy;126;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;8.0;Sunday;1;2021;8;Saturday;1;2021;8;Sunday;1;0.0
2720;719;41.0;1;6;1;A;2.0;1;1;8;326.95;NOVOTEL;Midscale;151;Northern Europe;A;Prime Location;EUROPE;UK&IE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;5.0;Sunday;1;2022;2;Monday;0;2022;3;Monday;0;0.0
2722;721;19.0;1;3;5;M;2.0;1;1;498;218.06;MERCURE;Midscale;151;Northern Europe;E;Second Location;EUROPE;REST OF EUROPE;SEA;leisure;1;ALL Silver;0;0;0;0;2021.0;1.0;Friday;0;2021;2;Wednesday;0;2021;2;Monday;0;0.0
2723;722;3.0;1;6;1;A;2.0;1;1;330;286.25;IBIS STYLES;Economy;104;Northern Europe;H;Second Location;EUROPE;REST OF EUROPE;SEA;leisure;1;ALL Classic;0;0;0;0;2022.0;7.0;Wednesday;0;2022;7;Saturday;1;2022;7;Sunday;1;0.0
2725;724;0.0;0;6;1;A;2.0;0;1;151;133.0;IBIS HOTELS;Economy;86;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;4.0;Saturday;1;2022;4;Saturday;1;2022;1;Wednesday;0;0.0
2726;724;3.0;1;7;2;A;2.0;1;1;652;286.9;NOVOTEL;Midscale;156;Southern Europe;X;Unknown Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;4.0;Sunday;1;2021;7;Sunday;1;2021;9;Saturday;1;0.0
2727;724;4.0;1;7;1;A;2.0;0;1;391;171.95;NOVOTEL;Midscale;156;Southern Europe;X;Unknown Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;11.0;Wednesday;0;2021;11;Sunday;1;2021;11;Monday;0;0.0
2728;724;11.0;1;7;2;A;4.0;0;1;418;412.0;IBIS HOTELS;Economy;86;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;8.0;Thursday;0;2021;12;Sunday;1;2021;12;Tuesday;0;0.0
2729;724;1.0;1;6;1;A;2.0;0;1;190;167.01;IBIS HOTELS;Economy;86;Southern Europe;C;Other Location and Suburbs;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;7.0;Sunday;1;2022;8;Wednesday;0;2022;9;Saturday;1;0.0
2730;724;9.0;1;6;1;M;2.0;0;1;343;151.05;NOVOTEL;Midscale;156;Southern Europe;X;Unknown Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;3.0;Saturday;1;2021;12;Monday;0;2021;6;Sunday;1;-1.0
2732;724;5.0;1;4;2;A;2.0;0;1;516;270.9;MERCURE;Midscale;86;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;3.0;Saturday;1;2022;3;Thursday;0;2022;3;Saturday;1;0.0
2733;724;13.0;1;2;1;A;1.0;0;1;523;209.09;25HOURS;Luxury and Upscale;237;Southern Europe;A;Prime Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2022.0;7.0;Saturday;1;2022;9;Tuesday;0;2022;9;Wednesday;0;0.0
2734;724;15.0;1;5;3;A;2.0;0;1;1032;0.0;NOVOTEL;Midscale;156;Southern Europe;X;Unknown Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;12.0;Thursday;0;2021;12;Friday;0;2022;3;Tuesday;0;0.0
2738;727;17.0;0;7;6;A;1.0;0;1;1883;828.4;MERCURE;Midscale;123;Southern Europe;B;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;10.0;Monday;0;2022;3;Sunday;1;2022;2;Friday;0;0.0
2739;727;1.0;0;6;1;A;1.0;0;1;275;121.13;MERCURE;Midscale;123;Southern Europe;B;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;3.0;Friday;0;2022;3;Saturday;1;2022;3;Sunday;1;0.0
2740;728;10.0;1;1;2;A;1.0;0;1;467;33.0;NOVOTEL;Midscale;107;Southern Europe;E;Second Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2021.0;12.0;Friday;0;2021;12;Monday;0;2021;12;Wednesday;0;0.0
2742;728;5.0;1;3;1;A;1.0;0;1;97;85.5;IBIS HOTELS;Economy;79;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2022.0;1.0;Friday;0;2022;2;Wednesday;0;2022;3;Wednesday;0;0.0
2743;728;7.0;1;1;1;A;1.0;0;1;106;93.21;IBIS HOTELS;Economy;62;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2022.0;7.0;Saturday;1;2022;2;Monday;0;2022;2;Tuesday;0;0.0
2744;728;2.0;1;3;1;A;1.0;0;1;90;79.33;IBIS HOTELS;Economy;85;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;7.0;Sunday;1;2022;9;Saturday;1;2022;10;Monday;0;0.0
2745;728;1.0;1;4;1;A;1.0;0;1;122;107.03;IBIS STYLES;Economy;95;Southern Europe;E;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;2.0;Wednesday;0;2022;2;Thursday;0;2022;2;Friday;0;0.0
2746;728;1.0;1;3;1;A;1.0;0;1;109;96.0;IBIS HOTELS;Economy;71;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2021.0;7.0;Friday;0;2021;8;Monday;0;2021;9;Thursday;0;0.0
2747;728;9.0;1;3;1;A;1.0;0;1;139;122.43;IBIS HOTELS;Economy;92;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2022.0;9.0;Monday;0;2022;9;Wednesday;0;2022;9;Thursday;0;0.0
2748;728;4.0;1;7;1;A;1.0;0;1;141;124.36;IBIS HOTELS;Economy;772;Southern Europe;B;Second Location;EUROPE;FRANCE;AIRPORT;business;1;ALL Silver;0;0;0;0;2022.0;5.0;Wednesday;0;2022;5;Sunday;1;2022;5;Monday;0;0.0
2750;728;5.0;1;2;1;A;1.0;0;1;90;79.25;IBIS HOTELS;Economy;50;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2021.0;9.0;Thursday;0;2021;5;Monday;0;2021;6;Thursday;0;0.0
2752;728;5.0;1;1;1;A;2.0;0;1;168;148.0;IBIS HOTELS;Economy;63;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;11.0;Saturday;1;2022;5;Monday;0;2022;5;Tuesday;0;0.0
2753;728;10.0;1;4;1;A;1.0;0;1;145;127.81;IBIS HOTELS;Economy;47;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2022.0;9.0;Monday;0;2022;9;Thursday;0;2022;9;Friday;0;0.0
2754;728;1.0;1;2;1;A;1.0;0;1;283;124.6;MERCURE;Midscale;63;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2022.0;3.0;Monday;0;2022;3;Tuesday;0;2022;3;Wednesday;0;0.0
2755;728;0.0;1;3;1;A;1.0;0;1;115;101.6;IBIS HOTELS;Economy;78;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2022.0;3.0;Wednesday;0;2022;3;Wednesday;0;2022;3;Thursday;0;0.0
2756;728;19.0;1;7;1;A;1.0;0;1;104;91.11;IBIS HOTELS;Economy;772;Southern Europe;B;Second Location;EUROPE;FRANCE;AIRPORT;business;1;ALL Silver;0;0;0;0;2022.0;12.0;Sunday;1;2022;1;Wednesday;0;2022;2;Saturday;1;0.0
2757;728;0.0;1;3;1;A;1.0;0;1;179;159.01;IBIS HOTELS;Economy;77;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2022.0;2.0;Thursday;0;2022;2;Thursday;0;2022;3;Thursday;0;0.0
2758;728;0.0;1;3;1;A;1.0;0;1;167;147.75;IBIS HOTELS;Economy;70;Southern Europe;E;Second Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2021.0;6.0;Thursday;0;2021;6;Thursday;0;2021;7;Saturday;1;0.0
2759;729;146.0;1;7;6;M;1.0;0;1;2962;0.0;PULLMAN;Luxury and Upscale;247;IMEA;A;Prime Location;AFRICA;AFRICA;None;leisure;1;ALL Gold;0;0;0;0;2021.0;12.0;Monday;0;2022;5;Sunday;1;2022;5;Saturday;1;0.0
2760;729;30.0;1;2;1;A;1.0;0;1;143;125.83;IBIS HOTELS;Economy;54;Southern Europe;D;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Gold;0;0;0;0;2022.0;8.0;Sunday;1;2022;9;Tuesday;0;2022;9;Wednesday;0;0.0
2761;729;8.0;1;5;2;M;1.0;0;1;207;223.84;IBIS HOTELS;Economy;382;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Gold;0;0;0;0;2021.0;6.0;Thursday;0;2021;6;Friday;0;2021;6;Sunday;1;0.0
2762;729;41.0;1;6;1;A;1.0;0;1;82;70.2;IBIS HOTELS;Economy;172;Northern Europe;A;Prime Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Gold;0;0;0;0;2021.0;8.0;Sunday;1;2021;9;Saturday;1;2021;9;Sunday;1;0.0
2763;729;34.0;1;3;4;A;1.0;0;1;434;381.95;IBIS HOTELS;Economy;172;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Gold;0;0;0;0;2022.0;7.0;Thursday;0;2022;8;Wednesday;0;2022;8;Sunday;1;0.0
2764;729;55.0;1;6;1;A;1.0;0;1;76;66.5;IBIS HOTELS;Economy;61;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Gold;0;0;0;0;2022.0;1.0;Wednesday;0;2022;6;Saturday;1;2022;6;Sunday;1;0.0
2765;729;62.0;1;6;1;A;1.0;0;1;74;65.55;IBIS STYLES;Economy;102;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Gold;0;0;0;0;2021.0;11.0;Sunday;1;2022;1;Saturday;1;2022;1;Sunday;1;0.0
2766;729;46.0;1;5;1;M;1.0;0;1;68;58.5;IBIS HOTELS;Economy;242;Northern Europe;A;Prime Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Gold;0;0;0;0;2021.0;11.0;Monday;0;2022;1;Friday;0;2022;1;Saturday;1;0.0
2767;729;15.0;1;5;1;A;1.0;0;1;61;158.76;NOVOTEL;Midscale;130;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Gold;0;0;0;0;2022.0;6.0;Thursday;0;2022;1;Friday;0;2022;2;Monday;0;0.0
2768;729;49.0;1;6;4;A;1.0;0;1;2583;1033.1;PULLMAN;Luxury and Upscale;190;IMEA;D;Prime Location;AFRICA;AFRICA;TOWN;leisure;1;ALL Gold;0;0;0;0;2022.0;7.0;Saturday;1;2022;9;Saturday;1;2022;9;Wednesday;0;0.0
2769;729;9.0;1;6;1;A;1.0;0;1;79;69.92;IBIS HOTELS;Economy;85;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Gold;0;0;0;0;2022.0;4.0;Friday;0;2022;8;Saturday;1;2022;8;Sunday;1;0.0
2771;729;39.0;1;6;1;A;1.0;0;1;126;108.9;IBIS HOTELS;Economy;242;Northern Europe;A;Prime Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Gold;0;0;0;0;2022.0;3.0;Saturday;1;2022;11;Sunday;1;2022;12;Tuesday;0;0.0
2772;729;45.0;1;6;3;M;1.0;0;1;492;215.89;NOVOTEL;Midscale;112;IMEA;A;Prime Location;AFRICA;AFRICA;TOWN;leisure;1;ALL Gold;0;0;0;0;2022.0;10.0;Saturday;1;2022;9;Saturday;1;2022;9;Tuesday;0;0.0
