;pmid;lead_time;is_web_direct;checkin_date_index;stay_length;booking_status;nb_adults;child_presence;eligible_to_earn_points;points;stay_catotal_eur;hotel_brand;hotel_brand_positionning;hotel_rooms;hotel_sales_organisation;hotel_class;hotel_location_type;hotel_continent;hotel_euro_market;environment_type;declared_stay_type;is_all_member;type_member;is_member_ibis_business;is_member_business_plus;is_member_accor_plus;is_meeting_planner;booking_date_year;booking_date_month;booking_date_day_name;booking_date_is_weekend;checkin_date_year;checkin_date_month;checkin_date_day_name;checkin_date_is_weekend;checkout_date_year;checkout_date_month;checkout_date_day_name;checkout_date_is_weekend;gap_bkg_stay_nights
0;1;6.0;1;2;2;A;1.0;0;1;226;249.15;PEPPERS;Luxury and Upscale;87;Pacific;G;Prime Location;PACIFIC;PACIFIC;None;business;1;ALL Gold;0;0;0;0;2021.0;7.0;Sunday;1;2021;4;Tuesday;0;2021;4;Thursday;0;0.0
3;1;12.0;1;2;2;A;1.0;0;1;498;199.02;NOVOTEL;Midscale;213;Pacific;A;Prime Location;PACIFIC;PACIFIC;None;leisure;1;ALL Gold;0;0;0;0;2021.0;2.0;Thursday;0;2021;9;Friday;0;2021;11;Wednesday;0;-1.0
4;1;24.0;1;5;1;A;1.0;0;1;142;113.8;IBIS HOTELS;Economy;243;Pacific;D;Prime Location;PACIFIC;PACIFIC;None;leisure;1;ALL Gold;0;0;0;0;2022.0;7.0;Wednesday;0;2022;1;Friday;0;2022;2;Monday;0;0.0
5;1;11.0;1;7;1;A;1.0;0;1;145;116.06;IBIS HOTELS;Economy;243;Pacific;D;Prime Location;PACIFIC;PACIFIC;None;business;1;ALL Gold;0;0;0;0;2022.0;5.0;Wednesday;0;2022;5;Friday;0;2022;6;Monday;0;0.0
6;1;8.0;1;2;1;A;1.0;0;1;115;126.3;PEPPERS;Luxury and Upscale;87;Pacific;G;Prime Location;PACIFIC;PACIFIC;None;business;1;ALL Gold;0;0;0;0;2021.0;5.0;Monday;0;2021;5;Tuesday;0;2021;5;Wednesday;0;0.0
7;1;4.0;1;1;2;A;1.0;0;1;269;295.31;PEPPERS;Luxury and Upscale;87;Pacific;G;Prime Location;PACIFIC;PACIFIC;None;business;1;ALL Gold;0;0;0;0;2021.0;4.0;Thursday;0;2021;4;Monday;0;2021;4;Wednesday;0;0.0
9;3;23.0;1;3;1;A;1.0;0;1;81;71.1;IBIS STYLES;Economy;62;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;12.0;Monday;0;2022;12;Thursday;0;2022;1;Thursday;0;0.0
10;3;5.0;1;2;1;A;1.0;0;1;209;92.15;NOVOTEL SUITES;Midscale;124;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;4.0;Thursday;0;2021;4;Tuesday;0;2021;4;Wednesday;0;0.0
11;3;32.0;1;2;1;A;1.0;0;1;101;89.3;IBIS STYLES;Economy;40;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;8.0;Friday;0;2021;9;Tuesday;0;2021;9;Wednesday;0;0.0
12;3;23.0;1;3;1;A;1.0;0;1;69;60.3;IBIS STYLES;Economy;91;Southern Europe;E;Second Location;EUROPE;FRANCE;AIRPORT;business;1;ALL Silver;0;0;0;0;2021.0;8.0;Tuesday;0;2021;3;Wednesday;0;2021;1;Monday;0;-1.0
13;3;32.0;1;5;1;A;2.0;0;1;225;98.8;MERCURE;Midscale;53;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;9.0;Monday;0;2021;10;Friday;0;2021;10;Saturday;1;0.0
14;3;2.0;1;3;1;A;1.0;0;1;87;76.82;IBIS HOTELS;Economy;98;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2021.0;12.0;Saturday;1;2021;4;Wednesday;0;2021;4;Thursday;0;0.0
15;3;66.0;1;4;1;A;4.0;0;1;256;226.4;IBIS HOTELS;Economy;62;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2022.0;3.0;Monday;0;2022;5;Thursday;0;2022;5;Friday;0;0.0
16;3;6.0;1;3;1;A;1.0;0;1;91;79.71;IBIS HOTELS;Economy;172;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;1.0;Monday;0;2021;7;Sunday;1;2021;8;Wednesday;0;-1.0
17;3;23.0;1;3;1;A;1.0;0;1;86;76.0;IBIS STYLES;Economy;86;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;4.0;Thursday;0;2021;1;Wednesday;0;2021;1;Thursday;0;0.0
18;3;29.0;1;1;1;A;2.0;0;1;86;76.0;IBIS STYLES;Economy;95;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;3.0;Monday;0;2022;1;Saturday;1;2022;2;Tuesday;0;0.0
19;3;8.0;1;6;1;A;2.0;0;1;103;90.25;IBIS STYLES;Economy;85;Southern Europe;F;Other Location and Suburbs;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;8.0;Friday;0;2021;8;Saturday;1;2021;8;Sunday;1;0.0
20;3;18.0;1;2;1;A;1.0;0;1;73;64.51;IBIS HOTELS;Economy;172;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;12.0;Thursday;0;2021;2;Wednesday;0;2021;3;Wednesday;0;-1.0
21;3;47.0;1;2;1;A;1.0;0;1;186;81.7;MERCURE;Midscale;120;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Silver;0;0;0;0;2020.0;3.0;Thursday;0;2021;1;Tuesday;0;2021;1;Wednesday;0;0.0
22;3;21.0;1;2;1;A;1.0;0;1;71;62.42;IBIS STYLES;Economy;58;Southern Europe;X;Unknown Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2021.0;11.0;Tuesday;0;2021;12;Tuesday;0;2021;12;Wednesday;0;0.0
23;3;24.0;1;3;1;A;1.0;0;1;94;82.65;IBIS STYLES;Economy;86;Southern Europe;D;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;2.0;Thursday;0;2022;10;Wednesday;0;2022;10;Thursday;0;0.0
24;3;35.0;1;3;1;A;1.0;0;1;93;81.7;IBIS STYLES;Economy;48;Southern Europe;X;Unknown Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2021.0;10.0;Monday;0;2021;12;Wednesday;0;2021;12;Thursday;0;0.0
26;5;0.0;1;2;1;A;1.0;0;1;124;51.91;MERCURE;Midscale;76;Northern Europe;G;Prime Location;EUROPE;UK&IE;TOWN;leisure;1;ALL Classic;0;0;0;0;2021.0;3.0;Tuesday;0;2021;3;Tuesday;0;2021;3;Wednesday;0;0.0
27;5;0.0;1;7;1;A;2.0;0;1;59;49.61;IBIS HOTELS;Economy;142;Northern Europe;G;Prime Location;EUROPE;UK&IE;TOWN;leisure;1;ALL Classic;0;0;0;0;2021.0;3.0;Sunday;1;2021;3;Sunday;1;2021;3;Monday;0;0.0
28;6;21.0;1;3;1;M;1.0;0;1;389;171.0;MERCURE;Midscale;388;Southern Europe;B;Second Location;EUROPE;FRANCE;None;business;1;ALL Classic;0;0;0;0;2022.0;4.0;Wednesday;0;2022;11;Saturday;1;2022;12;Monday;0;0.0
29;7;2.0;1;2;1;A;2.0;0;1;31;102.34;NOVOTEL;Midscale;140;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Gold;0;0;0;0;2021.0;1.0;Friday;0;2021;3;Monday;0;2021;4;Thursday;0;0.0
33;7;8.0;1;5;2;M;1.0;0;1;519;207.61;MERCURE;Midscale;124;IMEA;D;Prime Location;MIDDLE EAST;MIDDLE EAST;MOUNTAIN;leisure;1;ALL Gold;0;0;0;0;2022.0;3.0;Wednesday;0;2022;11;Wednesday;0;2022;2;Sunday;1;0.0
34;7;102.0;1;5;1;M;1.0;0;1;91;126.3;MERCURE;Midscale;95;Northern Europe;G;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Gold;0;0;0;0;2022.0;4.0;Monday;0;2022;7;Friday;0;2022;7;Saturday;1;0.0
35;7;18.0;1;6;1;A;1.0;0;1;330;145.0;MERCURE;Midscale;100;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Gold;0;0;0;0;2021.0;12.0;Friday;0;2021;10;Saturday;1;2021;10;Sunday;1;-1.0
37;8;35.0;1;5;2;A;2.0;0;1;427;372.0;IBIS HOTELS;Economy;382;Northern Europe;A;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;4.0;Sunday;1;2022;8;Thursday;0;2022;10;Tuesday;0;0.0
38;9;24.0;1;5;2;A;1.0;0;1;230;202.35;IBIS HOTELS;Economy;102;Southern Europe;A;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2022.0;9.0;Thursday;0;2022;2;Wednesday;0;2022;4;Saturday;1;0.0
39;9;16.0;1;6;2;A;2.0;0;1;674;298.35;MERCURE;Midscale;117;Southern Europe;H;Second Location;EUROPE;FRANCE;SEA;leisure;1;ALL Silver;0;0;0;0;2022.0;1.0;Thursday;0;2022;12;Friday;0;2022;2;Monday;0;0.0
40;9;10.0;0;5;2;M;1.0;0;1;179;157.7;IBIS STYLES;Economy;47;Southern Europe;A;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;9.0;Tuesday;0;2021;1;Sunday;1;2021;3;Wednesday;0;0.0
43;9;15.0;1;5;2;A;1.0;0;1;187;164.35;IBIS STYLES;Economy;52;Southern Europe;A;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;10.0;Monday;0;2022;3;Friday;0;2022;3;Sunday;1;0.0
45;9;27.0;1;5;2;A;1.0;0;1;293;257.46;IBIS HOTELS;Economy;102;Southern Europe;A;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2022.0;4.0;Wednesday;0;2022;1;Friday;0;2022;3;Monday;0;0.0
46;9;31.0;1;4;3;A;2.0;0;1;310;272.65;IBIS HOTELS;Economy;210;Southern Europe;D;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Silver;0;0;0;0;2021.0;1.0;Monday;0;2021;2;Friday;0;2021;5;Wednesday;0;0.0
49;11;0.0;0;2;3;A;1.0;0;1;203;0.0;IBIS HOTELS;Economy;182;Northern Europe;D;Prime Location;EUROPE;UK&IE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;12.0;Wednesday;0;2021;12;Tuesday;0;2021;12;Friday;0;-2.0
55;13;1.0;1;7;1;A;2.0;0;1;110;97.05;IBIS HOTELS;Economy;83;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2021.0;12.0;Monday;0;2021;6;Sunday;1;2021;6;Monday;0;0.0
56;13;0.0;0;6;1;A;2.0;0;1;127;111.91;IBIS HOTELS;Economy;83;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;6.0;Saturday;1;2022;6;Saturday;1;2022;6;Sunday;1;0.0
57;13;1.0;1;6;1;A;2.0;0;1;118;103.4;IBIS HOTELS;Economy;83;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2021.0;1.0;Sunday;1;2021;2;Wednesday;0;2021;3;Wednesday;0;0.0
58;13;0.0;1;6;1;A;2.0;0;1;101;89.15;IBIS HOTELS;Economy;83;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;2.0;Friday;0;2022;2;Friday;0;2022;3;Friday;0;0.0
59;13;1.0;1;2;1;A;2.0;0;1;97;85.35;IBIS HOTELS;Economy;83;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;2.0;Monday;0;2022;1;Monday;0;2022;2;Thursday;0;0.0
61;13;1.0;1;5;1;A;2.0;0;1;123;108.15;IBIS HOTELS;Economy;83;Southern Europe;H;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;7.0;Thursday;0;2022;8;Sunday;1;2022;9;Wednesday;0;0.0
68;17;6.0;1;1;4;A;2.0;1;1;1710;752.6;NOVOTEL;Midscale;264;Southern Europe;A;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Gold;0;0;0;0;2021.0;8.0;Tuesday;0;2021;8;Monday;0;2021;8;Friday;0;0.0
69;17;3.0;1;1;2;A;1.0;0;1;976;429.4;NOVOTEL;Midscale;280;Southern Europe;B;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2022.0;3.0;Friday;0;2022;3;Monday;0;2022;3;Wednesday;0;0.0
70;17;3.0;1;4;1;A;2.0;0;1;696;306.0;NOVOTEL;Midscale;280;Southern Europe;B;Second Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2021.0;8.0;Monday;0;2021;2;Tuesday;0;2021;3;Tuesday;0;0.0
71;17;4.0;1;2;1;A;1.0;0;1;564;247.95;MERCURE;Midscale;52;Southern Europe;A;Prime Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Gold;0;0;0;0;2022.0;9.0;Friday;0;2022;9;Tuesday;0;2022;9;Wednesday;0;0.0
72;17;14.0;1;2;2;A;1.0;0;1;353;310.8;IBIS HOTELS;Economy;154;Southern Europe;D;Prime Location;EUROPE;FRANCE;None;business;1;ALL Gold;0;0;0;0;2021.0;9.0;Tuesday;0;2021;5;Monday;0;2021;7;Saturday;1;0.0
74;19;5.0;0;6;1;A;2.0;0;1;452;199.0;MERCURE;Midscale;58;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2021.0;7.0;Monday;0;2021;7;Saturday;1;2021;1;Friday;0;0.0
76;20;1.0;1;5;2;A;2.0;0;1;61;48.79;IBIS HOTELS;Economy;124;North & Central America, Caribbe;B;Second Location;SOUTH AMERICA;SOUTH AMERICA;None;leisure;1;ALL Classic;0;0;0;0;2021.0;8.0;Saturday;1;2021;9;Tuesday;0;2021;11;Sunday;1;-2.0
77;21;5.0;1;3;1;A;2.0;0;1;85;78.03;IBIS HOTELS;Economy;150;Northern Europe;D;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;8.0;Thursday;0;2022;4;Wednesday;0;2022;4;Thursday;0;0.0
78;21;14.0;1;6;1;A;3.0;0;1;166;145.5;IBIS HOTELS;Economy;79;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2021.0;3.0;Sunday;1;2021;7;Saturday;1;2021;7;Sunday;1;0.0
79;22;0.0;1;4;1;A;2.0;0;1;242;106.4;NOVOTEL;Midscale;112;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2022.0;9.0;Tuesday;0;2022;9;Tuesday;0;2022;10;Thursday;0;0.0
82;23;10.0;1;7;1;M;2.0;0;1;553;246.47;PULLMAN;Luxury and Upscale;166;Southern Europe;F;Other Location and Suburbs;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;6.0;Thursday;0;2022;10;Friday;0;2022;11;Monday;0;0.0
83;24;8.0;0;5;1;A;2.0;0;1;188;210.65;IBIS HOTELS;Economy;155;Northern Europe;B;Second Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;7.0;Thursday;0;2022;7;Friday;0;2022;7;Saturday;1;0.0
84;25;2.0;1;5;1;A;2.0;0;1;170;68.0;MERCURE;Midscale;215;Southern Europe;A;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Silver;0;0;0;0;2022.0;4.0;Wednesday;0;2022;4;Friday;0;2022;4;Saturday;1;0.0
85;25;4.0;1;3;1;A;2.0;0;1;280;112.0;MERCURE;Midscale;215;Southern Europe;A;Prime Location;EUROPE;REST OF EUROPE;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;10.0;Saturday;1;2021;10;Wednesday;0;2021;10;Thursday;0;0.0
86;25;1.0;1;7;1;A;2.0;0;1;180;79.2;NOVOTEL;Midscale;126;Southern Europe;C;Other Location and Suburbs;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Silver;0;0;0;0;2021.0;7.0;Saturday;1;2021;7;Sunday;1;2021;7;Monday;0;0.0
88;27;37.0;0;6;3;A;2.0;0;1;469;187.61;MOVENPICK;Luxury and Upscale;297;Southeast Asia;I;Other Location and Suburbs;ASIA;ASIA;None;leisure;1;ALL Classic;0;0;0;0;2022.0;4.0;Thursday;0;2022;5;Saturday;1;2022;5;Tuesday;0;-1.0
89;28;34.0;1;5;2;A;4.0;0;1;1653;692.0;MERCURE;Midscale;84;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;3.0;Saturday;1;2022;4;Friday;0;2022;4;Sunday;1;0.0
91;30;4.0;1;2;1;A;1.0;0;1;389;166.5;MOVENPICK;Luxury and Upscale;150;Northern Europe;E;Second Location;EUROPE;GERMANY;None;business;1;ALL Classic;0;0;0;0;2021.0;10.0;Friday;0;2021;10;Tuesday;0;2021;10;Wednesday;0;0.0
92;31;48.0;1;4;3;A;2.0;0;1;173;21.8;IBIS HOTELS;Economy;98;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2021.0;5.0;Tuesday;0;2021;12;Thursday;0;2021;12;Sunday;1;0.0
94;33;91.0;1;1;4;A;2.0;0;1;1673;669.32;NOVOTEL;Midscale;88;Pacific;H;Second Location;PACIFIC;PACIFIC;TOWN;leisure;1;Accor Plus Silver;0;0;1;0;2021.0;9.0;Monday;0;2021;12;Monday;0;2021;12;Friday;0;0.0
95;33;35.0;1;6;2;A;2.0;0;1;1172;30.46;NOVOTEL;Midscale;209;Pacific;G;Prime Location;PACIFIC;PACIFIC;SEA;leisure;1;Accor Plus Silver;0;0;1;0;2022.0;3.0;Saturday;1;2022;4;Saturday;1;2022;2;Saturday;1;0.0
97;33;2.0;1;4;1;A;2.0;0;1;376;150.55;MERCURE;Midscale;72;Pacific;G;Prime Location;PACIFIC;PACIFIC;None;leisure;1;Accor Plus Silver;0;0;1;0;2021.0;6.0;Tuesday;0;2021;6;Thursday;0;2021;6;Friday;0;0.0
99;34;5.0;1;4;1;M;1.0;0;1;254;0.0;NOVOTEL;Midscale;209;Northern Europe;D;Prime Location;EUROPE;UK&IE;TOWN;business;1;ALL Silver;0;0;0;0;2022.0;4.0;Saturday;1;2022;4;Thursday;0;2022;4;Friday;0;0.0
100;35;55.0;1;6;1;A;2.0;1;1;270;118.75;NOVOTEL;Midscale;137;Southern Europe;E;Second Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;6.0;Sunday;1;2022;8;Saturday;1;2022;8;Sunday;1;0.0
102;36;3.0;1;4;1;A;1.0;0;1;101;119.03;PEPPERS;Luxury and Upscale;77;Pacific;F;Other Location and Suburbs;PACIFIC;PACIFIC;None;business;1;ALL Platinum;0;0;0;0;2021.0;3.0;Friday;0;2021;6;Saturday;1;2021;7;Monday;0;0.0
105;36;2.0;1;3;1;A;1.0;0;1;691;276.2;SOFITEL;Luxury and Upscale;401;Pacific;D;Prime Location;PACIFIC;PACIFIC;TOWN;leisure;1;ALL Platinum;0;0;0;0;2022.0;6.0;Monday;0;2022;6;Wednesday;0;2022;6;Thursday;0;0.0
107;36;2.0;1;2;1;A;1.0;0;1;459;183.5;PULLMAN;Luxury and Upscale;210;Pacific;D;Prime Location;PACIFIC;PACIFIC;TOWN;business;1;ALL Platinum;0;0;0;0;2021.0;5.0;Sunday;1;2021;5;Tuesday;0;2021;5;Wednesday;0;0.0
110;36;3.0;1;3;1;A;1.0;0;1;360;143.85;MGALLERY BY SOFITEL;Luxury and Upscale;144;Pacific;B;Second Location;PACIFIC;PACIFIC;None;leisure;1;ALL Platinum;0;0;0;0;2022.0;8.0;Sunday;1;2022;8;Wednesday;0;2022;1;Sunday;1;0.0
111;36;2.0;1;2;1;A;1.0;0;1;512;226.08;MGALLERY BY SOFITEL;Luxury and Upscale;59;Pacific;A;Prime Location;PACIFIC;PACIFIC;TOWN;leisure;1;ALL Platinum;0;0;0;0;2022.0;8.0;Sunday;1;2022;8;Tuesday;0;2022;8;Wednesday;0;0.0
114;38;0.0;0;3;1;A;1.0;0;1;353;155.33;NOVOTEL;Midscale;119;Southern Europe;H;Second Location;EUROPE;FRANCE;None;business;1;ALL Silver;0;0;0;0;2021.0;5.0;Wednesday;0;2021;5;Wednesday;0;2021;6;Saturday;1;0.0
116;39;14.0;0;4;2;A;1.0;0;1;570;250.7;NOVOTEL;Midscale;99;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;5.0;Thursday;0;2022;2;Sunday;1;2022;4;Wednesday;0;-1.0
123;41;115.0;1;3;3;M;2.0;1;1;662;0.0;NOVOTEL;Midscale;161;Northern Europe;G;Prime Location;EUROPE;REST OF EUROPE;TOWN;leisure;1;ALL Classic;0;0;0;0;2021.0;5.0;Sunday;1;2021;12;Wednesday;0;2022;1;Saturday;1;0.0
124;42;4.0;1;6;1;A;2.0;1;1;107;94.05;IBIS HOTELS;Economy;65;Southern Europe;H;Second Location;EUROPE;FRANCE;AIRPORT;leisure;1;ALL Classic;0;0;0;0;2022.0;2.0;Tuesday;0;2022;2;Saturday;1;2022;2;Sunday;1;0.0
126;44;4.0;1;1;1;M;1.0;0;1;628;251.34;SOFITEL;Luxury and Upscale;609;Southeast Asia;A;Prime Location;ASIA;ASIA;SEA;leisure;1;ALL Classic;0;0;0;0;2022.0;10.0;Thursday;0;2022;10;Monday;0;2022;10;Tuesday;0;0.0
127;45;1.0;1;1;1;A;1.0;0;1;130;51.82;MERCURE;Midscale;116;Northern Europe;I;Other Location and Suburbs;EUROPE;GERMANY;None;business;1;ALL Silver;0;0;0;0;2021.0;1.0;Sunday;1;2021;1;Monday;0;2021;1;Tuesday;0;0.0
133;46;0.0;0;5;1;A;2.0;0;1;13;99.75;IBIS HOTELS;Economy;46;Southern Europe;H;Second Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Gold;0;0;0;0;2021.0;4.0;Tuesday;0;2021;4;Tuesday;0;2021;5;Thursday;0;-1.0
136;46;1.0;0;2;1;A;1.0;0;1;103;100.25;IBIS STYLES;Economy;56;Southern Europe;G;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Gold;0;0;0;0;2021.0;1.0;Monday;0;2021;1;Tuesday;0;2021;1;Wednesday;0;0.0
145;49;27.0;1;7;3;A;2.0;0;1;2850;1259.86;PULLMAN;Luxury and Upscale;70;Pacific;A;Prime Location;PACIFIC;PACIFIC;TOWN;leisure;1;Accor Plus Silver;0;0;1;0;2022.0;10.0;Monday;0;2022;6;Saturday;1;2022;9;Sunday;1;0.0
146;49;10.0;1;3;4;A;4.0;0;1;813;884.74;MANTRA;Midscale;277;Pacific;H;Second Location;PACIFIC;PACIFIC;None;leisure;1;Accor Plus Silver;0;0;1;0;2021.0;4.0;Wednesday;0;2021;7;Wednesday;0;2021;7;Sunday;1;0.0
147;49;101.0;1;6;6;A;2.0;0;1;3503;1401.36;SOFITEL;Luxury and Upscale;82;Pacific;G;Prime Location;PACIFIC;PACIFIC;TOWN;business;1;Accor Plus Silver;0;0;1;0;2022.0;4.0;Wednesday;0;2022;6;Wednesday;0;2022;12;Thursday;0;0.0
151;52;29.0;1;5;1;A;2.0;0;1;96;84.55;IBIS HOTELS;Economy;45;Southern Europe;H;Second Location;EUROPE;FRANCE;SEA;leisure;1;ALL Classic;0;0;0;0;2021.0;10.0;Thursday;0;2021;11;Friday;0;2021;11;Saturday;1;0.0
152;53;14.0;0;5;2;A;1.0;0;1;222;195.7;IBIS STYLES;Economy;48;Southern Europe;X;Unknown Location;EUROPE;FRANCE;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;2.0;Friday;0;2022;11;Thursday;0;2022;3;Sunday;1;0.0
153;54;0.0;0;5;1;A;2.0;0;1;118;103.55;IBIS HOTELS;Economy;79;Southern Europe;G;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Classic;0;0;0;0;2022.0;1.0;Friday;0;2022;1;Friday;0;2022;1;Saturday;1;0.0
155;55;2.0;1;5;3;A;2.0;0;1;2641;1056.36;PULLMAN;Luxury and Upscale;70;Pacific;A;Prime Location;PACIFIC;PACIFIC;TOWN;business;1;ALL Silver;0;0;0;0;2021.0;1.0;Wednesday;0;2021;1;Friday;0;2021;1;Monday;0;0.0
156;56;8.0;1;5;1;A;1.0;0;1;60;53.2;IBIS HOTELS;Economy;125;Southern Europe;E;Second Location;EUROPE;FRANCE;None;business;1;ALL Classic;0;0;0;0;2021.0;10.0;Thursday;0;2021;5;Tuesday;0;2021;6;Friday;0;0.0
158;56;22.0;1;1;3;A;1.0;0;1;1187;510.9;NOVOTEL;Midscale;170;Northern Europe;G;Prime Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Classic;0;0;0;0;2022.0;3.0;Monday;0;2022;7;Monday;0;2022;7;Thursday;0;0.0
159;57;3.0;1;3;2;A;1.0;0;1;248;218.5;IBIS HOTELS;Economy;264;Southern Europe;A;Prime Location;EUROPE;FRANCE;None;business;1;ALL Platinum;0;0;0;0;2021.0;10.0;Sunday;1;2021;3;Thursday;0;2021;5;Tuesday;0;0.0
160;57;1.0;1;2;3;A;2.0;0;1;506;440.1;IBIS HOTELS;Economy;172;Northern Europe;A;Prime Location;EUROPE;GERMANY;TOWN;leisure;1;ALL Platinum;0;0;0;0;2022.0;7.0;Monday;0;2022;7;Tuesday;0;2022;7;Friday;0;0.0
161;57;51.0;1;5;3;A;2.0;0;1;432;538.38;IBIS HOTELS;Economy;144;Southern Europe;D;Prime Location;EUROPE;FRANCE;None;leisure;1;ALL Platinum;0;0;0;0;2021.0;10.0;Wednesday;0;2021;10;Tuesday;0;2021;12;Monday;0;0.0
162;57;1.0;1;6;1;A;1.0;0;1;40;79.04;IBIS HOTELS;Economy;74;Southern Europe;I;Other Location and Suburbs;EUROPE;FRANCE;None;business;1;ALL Platinum;0;0;0;0;2021.0;10.0;Friday;0;2021;10;Saturday;1;2021;10;Sunday;1;0.0
163;57;1.0;1;5;3;A;1.0;0;1;358;201.55;MERCURE;Midscale;77;Southern Europe;X;Unknown Location;EUROPE;FRANCE;None;business;1;ALL Platinum;0;0;0;0;2021.0;4.0;Friday;0;2021;5;Sunday;1;2021;8;Monday;0;0.0
164;57;6.0;1;1;4;A;1.0;0;1;497;437.0;IBIS HOTELS;Economy;264;Southern Europe;A;Prime Location;EUROPE;FRANCE;None;business;1;ALL Platinum;0;0;0;0;2021.0;9.0;Tuesday;0;2021;9;Monday;0;2021;9;Friday;0;0.0
165;57;1.0;1;2;3;A;1.0;0;1;339;298.3;IBIS STYLES;Economy;163;Southern Europe;A;Prime Location;EUROPE;FRANCE;TOWN;business;1;ALL Platinum;0;0;0;0;2021.0;11.0;Monday;0;2021;11;Tuesday;0;2021;3;Friday;0;0.0
